Mixture,Type,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
TCGA.44.A47A.01A.21R.A24H.07,Wild,0.669373412,0.927746524,0.982023083,0.836734795,0.979211776,1.031321972,1.138935195,1.007151895,0.835348831,0.915300789,0.610033453,0.917513101,0.777665408,1.01846531,0.838335935,0.776721575,1.08218012,0.694835739,0.982135698,0.940793066,0.715467417,0.606739152,0.958627012,0.994253484,0.850833189,0.84213766,0.745742348,0.852711126
TCGA.44.2662.01A.01R.0946.07,Wild,0.721128493,0.944927928,0.985062628,0.871603707,0.93085122,1.008386228,1.131123223,1.064227778,0.838309147,0.965973617,0.622450916,0.987495277,0.816037383,1.046157235,0.861706465,0.817364892,1.152112011,0.685575045,1.014072288,0.944983584,0.794799136,0.743669683,0.984702624,1.089874841,0.866218764,0.850772443,0.76164846,0.872324349
TCGA.86.A4JF.01A.11R.A24X.07,Wild,0.764420502,0.93776702,1.036213359,0.808830172,0.981706123,1.031957449,1.119233364,1.017213867,0.858266521,0.936730038,0.695687287,0.943443905,0.830332023,0.999754941,0.82887836,0.841382075,1.073510355,0.691270557,1.015372666,0.9382757,0.753557805,0.710936627,0.96043049,0.984074789,0.852556182,0.838937594,0.728654155,0.914595939
TCGA.05.4402.01A.01R.1206.07,Wild,0.800290899,0.863900824,0.961190992,0.850255022,0.966453795,1.024403763,1.124885845,1.048891296,0.795269099,0.8850996,0.565854439,0.962621114,0.849197072,1.029218679,0.816568319,0.811737516,1.079635015,0.719919329,0.989567268,0.968050088,0.749601921,0.671782238,0.976220156,1.007980116,0.844924511,0.862979379,0.684658971,0.895811769
TCGA.55.7914.01A.11R.2170.07,Wild,0.824468154,0.868663915,1.023583758,0.769075302,0.949472946,0.980611192,1.127037616,0.973418317,0.796763488,0.916985431,0.571863296,0.885626306,0.860916046,0.966984219,0.739929238,0.780039994,1.034140614,0.742882947,0.943802813,0.939191161,0.720452295,0.40566032,0.926232292,0.863679713,0.807631045,0.860750307,0.751670222,0.875848179
TCGA.49.4490.01A.21R.1858.07,Wild,0.685194519,0.7974664,0.976332048,0.806141359,0.962717785,0.983315151,1.133152381,0.963337964,0.788185401,0.875565732,0.580824791,0.858240681,0.719968225,0.991824352,0.765424053,0.759292638,1.048410092,0.721288913,0.994960907,0.953853769,0.7475983,0.605082981,0.953713714,0.902086932,0.832875433,0.843025484,0.699970276,0.821947183
TCGA.55.8090.01A.11R.2241.07,Wild,0.759639726,0.887282141,0.957607316,0.837929528,0.947927862,1.055715197,1.124485602,0.982879073,0.822330586,0.920915911,0.645082199,0.940163465,0.770342232,1.007247149,0.81402371,0.886530503,1.052465363,0.717630112,0.991214573,0.952288506,0.758733974,0.618127802,0.963328457,1.005865475,0.842366194,0.834333389,0.74993938,0.881751679
TCGA.MP.A4TC.01A.11R.A24X.07,Wild,0.718566302,0.955752901,1.025044298,0.841962536,0.952619445,1.041676688,1.13282246,1.044315326,0.805740695,0.929686825,0.593698991,0.952360096,0.799316965,0.994169874,0.802453624,0.793212162,1.093298323,0.786747914,0.988296555,0.995165806,0.810575869,0.641866635,0.96365609,1.068728526,0.858070075,0.878082469,0.748339703,0.900908896
TCGA.64.1681.01A.11R.2066.07,Wild,0.808088183,0.875261182,0.962938019,0.845408587,0.957567655,0.992771392,1.137741245,0.949012985,0.808984957,0.89480681,0.679514084,0.944305298,0.818925462,1.027977692,0.805230674,0.829207162,1.056688718,0.740820322,1.018983403,0.968317077,0.754622993,0.614470734,0.963369841,0.977765395,0.846599917,0.854796913,0.747289495,0.86152825
TCGA.99.AA5R.01A.11R.A39D.07,Wild,0.959915818,0.910192165,1.100261038,0.850456316,0.966067119,0.999953584,1.136504001,0.989869351,0.836275717,1.022042747,0.741861616,0.950491977,0.975467082,0.988972098,0.858548978,0.908882658,1.133263154,0.77042119,1.015895221,0.988322066,0.846238957,0.607605978,1.007506558,1.025296243,0.87733607,0.906867526,0.729381091,0.882486129
TCGA.91.6847.01A.11R.1949.07,Wild,0.448227875,0.765486148,0.924181452,0.643091665,0.943635289,0.928815438,1.117380236,0.866190281,0.685186694,0.782295065,0.429116897,0.871101287,0.48384825,0.950357016,0.590612397,0.602558172,0.85383787,0.758206719,0.928986829,0.89951583,0.652141563,0.431676495,0.893207928,0.744069167,0.690116659,0.718972421,0.681247112,0.871791816
TCGA.05.4249.01A.01R.1107.07,Wild,0.82234156,0.804430172,0.972289733,0.847969319,0.960029991,1.010531531,1.138923289,1.020946822,0.868000854,0.889640767,0.679699398,0.912329152,0.856842623,1.016565304,0.822110239,0.866453435,1.074420945,0.738977201,0.989318538,0.967079999,0.732029418,0.671129701,0.959329648,1.001330515,0.861041439,0.840377341,0.762906367,0.8395979
TCGA.91.A4BC.01A.11R.A24H.07,Wild,0.842931037,0.963582346,1.12705315,0.768631362,0.950982988,1.011928168,1.125551411,0.95817118,0.817598305,0.974807539,0.60489141,0.910388442,0.850977571,0.983769246,0.808479097,0.760731169,1.12849514,0.69777069,1.01754515,0.982419789,0.779309765,0.576788156,0.951697508,0.969355723,0.833888641,0.87714496,0.737688351,0.870973236
TCGA.55.7570.01A.11R.2039.07,Wild,0.642146233,0.865444789,0.960144318,0.73305476,0.911347888,0.984759807,1.083686664,0.914339605,0.856996335,0.77380813,0.575504682,0.884098993,0.698831488,0.918221994,0.643914277,0.670645994,0.945590194,0.703197996,0.950769668,0.896797777,0.692414654,0.412288008,0.932335912,0.84505226,0.708462244,0.748525511,0.697489727,0.87089537
TCGA.50.5049.01A.01R.1628.07,Wild,0.966212632,0.997209961,1.126788022,0.88449583,0.980831186,1.018433268,1.160812291,1.029447395,0.91127633,1.003231063,0.719885069,0.998065984,0.991902017,1.031427089,0.898400171,0.926809569,1.170813938,0.799596867,1.033975066,1.012495223,0.853168684,0.626678441,0.983656918,1.106550371,0.927311174,0.950032669,0.727337089,0.910122179
TCGA.86.8672.01A.21R.2403.07,Wild,0.77199558,0.946137275,1.064527054,0.83778695,0.954915778,1.044573,1.146226688,0.980769104,0.810297178,0.974346008,0.581355784,0.948580853,0.826320717,0.96394455,0.790338157,0.760999427,1.113377829,0.742675754,0.971107781,0.977606146,0.809680223,0.594988743,0.93484938,1.036457873,0.859372039,0.870477407,0.731066347,0.890972563
TCGA.50.5066.02A.11R.2090.07,Wild,0.720413816,0.898394424,0.97522692,0.763692051,0.943413535,1.027081991,1.109627646,1.020588546,0.84349422,0.878721485,0.597761545,0.911005633,0.80427791,1.021648878,0.746452561,0.746647138,1.042464525,0.679572632,0.960042522,0.946158996,0.734240427,0.532795558,0.964638901,0.955886582,0.842921011,0.812035303,0.595291634,0.883331342
TCGA.55.7727.01A.11R.2170.07,Wild,0.861946622,0.972247879,1.013460965,0.829057016,0.962681135,0.974920615,1.129428825,0.974992038,0.826810196,0.899680637,0.632962453,0.925029631,0.913188236,0.999552992,0.77019204,0.857560436,1.034917667,0.791963755,0.950291755,0.930570977,0.740653477,0.545960425,0.930638373,0.975503463,0.811469878,0.850141569,0.691129424,0.937586111
TCGA.86.8674.01A.21R.2403.07,Wild,0.667386587,0.783949085,0.927377947,0.781556215,0.911581981,1.038183222,1.063657815,0.897409257,0.788676197,0.793192007,0.629061316,0.862890927,0.640899584,0.949912153,0.690001301,0.659112486,0.91492994,0.645017691,0.937456245,0.90271853,0.699659466,0.594366442,0.899929577,0.775216772,0.750202183,0.799395292,0.749532228,0.819926981
TCGA.50.5942.01A.21R.1755.07,Wild,0.792355571,0.757353022,0.966394808,0.811882351,0.952678543,0.965509505,1.104357098,0.954817311,0.828672715,0.89753404,0.709245602,0.874838916,0.819784866,1.006225153,0.775093381,0.8419687,1.019606313,0.726142761,0.974675268,0.962046872,0.748308855,0.542732235,0.945845323,0.913693922,0.843759647,0.842305464,0.762637354,0.862247942
TCGA.69.A59K.01A.11R.A262.07,Wild,0.766424352,0.878015642,0.987408986,0.789461705,0.891955592,1.060464253,1.100070082,0.978474743,0.778848886,0.910466488,0.60922188,0.891336262,0.843567027,0.985240236,0.739116791,0.706337036,1.051022726,0.638169659,0.992542093,0.900506596,0.727243266,0.509490046,0.937369371,0.988484563,0.796829592,0.800099734,0.62676056,0.773892473
TCGA.44.2666.01A.01R.A278.07,Wild,0.563620256,0.804299214,0.851213731,0.689601078,0.879169385,0.916037273,1.067724331,0.932469937,0.792211393,0.809682419,0.58017522,0.854014788,0.683999365,0.979273913,0.699920804,0.81744402,0.935151651,0.650850072,0.871086531,0.849790229,0.634108463,0.436561457,0.884026578,0.882419778,0.713003581,0.76868026,0.589777945,0.850685649
TCGA.50.6592.01A.11R.1755.07,Wild,0.771481216,0.962706557,1.06397697,0.83981077,0.95459947,1.019355476,1.132746345,1.020661455,0.829569973,0.921548527,0.616461753,0.980673317,0.850898702,0.977630869,0.830516417,0.827117204,1.130450547,0.688678517,0.983272017,0.970022397,0.822083185,0.64263226,0.988947919,1.032757441,0.862964441,0.893268558,0.732862661,0.907768628
TCGA.62.8395.01A.11R.2326.07,Wild,0.743951279,0.755142017,0.970689666,0.815107488,0.935226295,1.027077136,1.107666325,0.954305864,0.756583465,0.899076443,0.650792599,0.917646848,0.768341505,1.000342353,0.782102949,0.818770668,1.016866492,0.673375334,0.977021459,0.935244281,0.734899633,0.583341272,0.951504871,0.944425061,0.830376813,0.839764977,0.712689397,0.818367078
TCGA.05.4410.01A.21R.1858.07,Wild,0.894182552,0.92029142,1.049247864,0.833570812,0.96187475,1.051777762,1.124603496,1.009293329,0.827268073,0.987520637,0.650481529,0.941869688,0.916588134,0.996477362,0.799450026,0.781932,1.124262319,0.735778617,0.993972206,0.970373485,0.783450603,0.6891503,0.959226846,0.967461171,0.897760666,0.876302842,0.765172491,0.874553891
TCGA.55.6975.01A.11R.1949.07,Wild,0.790480165,0.926676499,0.975526679,0.80188294,0.944575052,1.038145149,1.134930866,1.021786369,0.881891732,0.865135513,0.66052599,0.944727854,0.799504171,0.94188712,0.785288384,0.769030348,1.021298918,0.767443762,0.967113202,0.952814536,0.788080778,0.654527471,0.957674792,0.936401687,0.79252901,0.858654709,0.760194771,0.90517765
TCGA.73.4662.01A.01R.1206.07,Wild,0.87408179,0.924589136,1.037360152,0.848617065,0.95989354,1.057730318,1.130229654,1.011663945,0.81116741,0.930638661,0.665397962,0.945900623,0.903585793,0.996103572,0.825425829,0.876561783,1.097453687,0.718803359,1.005298916,0.938685825,0.731465006,0.611189384,0.964363633,1.024995209,0.852317712,0.862896358,0.705144987,0.862115563
TCGA.49.6767.01A.11R.1858.07,Wild,0.59659745,0.943697442,1.063668931,0.807832293,0.930362039,0.998455682,1.11439179,0.950968826,0.795607029,0.910846556,0.52529734,0.959204167,0.756403744,0.972901522,0.719651851,0.656469378,1.103113064,0.708860226,1.002130651,0.946999759,0.782657582,0.561106253,0.942196395,0.988140286,0.826837792,0.843828633,0.707430756,0.830945925
TCGA.44.A47G.01A.21R.A24H.07,Wild,0.930536785,0.979939572,1.090579427,0.894721887,0.970766153,1.023318279,1.156389048,1.019380246,0.782729239,1.018761891,0.684382721,0.94016286,0.92920769,1.010820208,0.867575738,0.874924386,1.1516877,0.735397642,1.002526578,0.966530512,0.825098396,0.657782232,0.986486232,1.062062225,0.882699817,0.915922242,0.737714061,0.887301841
TCGA.NJ.A4YG.01A.22R.A262.07,Wild,0.73019623,0.857578386,1.005398161,0.853011655,0.971298026,1.016472092,1.136105396,0.976376845,0.849000943,0.905867933,0.637279172,0.939538741,0.774702697,0.984086895,0.843227394,0.7983436,1.068313916,0.675948415,0.972355256,0.963059577,0.777143762,0.626944579,0.935096123,0.968709853,0.814294746,0.830541056,0.738065641,0.834113409
TCGA.05.4433.01A.22R.1858.07,Wild,0.766712457,0.882107633,1.042943813,0.887916859,0.951102711,1.046720296,1.145062826,1.034905217,0.84833041,0.968454166,0.67452843,0.968864511,0.849624381,1.011097697,0.849146037,0.847849773,1.120865586,0.775207521,0.998565498,0.964081129,0.803286761,0.747392039,0.996238516,1.004701583,0.866218333,0.877218142,0.7790482,0.920156281
TCGA.55.A4DG.01A.11R.A24H.07,Wild,0.865901526,0.817394779,0.999978904,0.727292303,0.947420966,0.989458805,1.120646389,0.949786634,0.788542681,0.896546953,0.654446672,0.930348913,0.880424371,0.964506444,0.767536275,0.789331423,1.045954612,0.689567484,0.960155943,0.916800712,0.691630612,0.44658762,0.938460945,0.902963798,0.813470599,0.800574314,0.701863067,0.83328572
TCGA.49.4494.01A.01R.1206.07,Wild,0.744814494,0.950123027,1.050624737,0.871082227,0.94712191,1.029221081,1.12289974,0.985626262,0.814217899,0.913581119,0.565884678,0.963114604,0.732732039,0.988410114,0.802089244,0.77774758,1.059114596,0.719653928,0.992248632,0.934863768,0.782342737,0.60363788,0.915613838,0.976861786,0.837284289,0.846215467,0.733547304,0.904407616
TCGA.NJ.A7XG.01A.12R.A39D.07,Wild,0.588922575,0.750685274,0.885475283,0.789384472,0.94837205,0.975845721,1.086338952,0.899325907,0.737380521,0.854173614,0.608258448,0.825259208,0.571042517,0.962833241,0.657622816,0.728575714,0.943484462,0.58350898,0.924435691,0.88884567,0.644259291,0.512306748,0.901674956,0.766152952,0.756299261,0.766285562,0.682875067,0.805031198
TCGA.44.6147.01A.11R.A278.07,Wild,0.780460228,0.844795908,0.907990486,0.700903003,0.893683172,0.932325667,1.11443309,0.930999156,0.747131436,0.865035503,0.614683236,0.843529833,0.830358716,0.948626608,0.702887264,0.796495311,1.018698403,0.658300581,0.916721785,0.910983371,0.589269319,0.535841922,0.91788168,0.940226553,0.802140374,0.810860654,0.633713255,0.808720576
TCGA.49.AARO.01A.12R.A41B.07,Wild,0.851402315,0.912034017,1.057805886,0.871648283,0.950030606,1.030823059,1.136656426,0.997612604,0.795823327,0.957004959,0.669091581,0.93372602,0.863101572,1.006321552,0.861399328,0.751367618,1.147208598,0.750938994,1.022069537,0.975523035,0.809956431,0.634677224,0.972148132,1.069317308,0.850787192,0.864933653,0.700415374,0.832900749
TCGA.44.6774.01A.21R.1858.07,Wild,0.750744534,0.896806882,0.957798914,0.845465042,0.981268521,1.048153844,1.128122242,1.066919318,0.872237241,0.942476883,0.685585682,0.97853854,0.799341165,1.040800458,0.872149494,0.892559625,1.104377504,0.779395248,0.994175998,1.005177814,0.823265759,0.665020247,1.015918148,1.065099708,0.886224464,0.905086577,0.742404599,0.883536441
TCGA.49.AAR4.01A.12R.A41B.07,Wild,0.847919858,0.969553479,1.128426241,0.822919268,0.9500168,1.039558995,1.131213998,0.955140656,0.817579986,1.013770279,0.652732358,0.913034394,0.844415716,0.987671515,0.770433385,0.752566054,1.107218799,0.661067544,0.990285519,0.972728387,0.78723279,0.565596326,0.968618983,0.989129114,0.828115737,0.863959661,0.657350838,0.853301574
TCGA.91.6848.01A.11R.1949.07,Wild,0.779506342,1.013172992,1.062346849,0.856279716,0.920713523,0.982225018,1.132353751,1.059999732,0.922498959,0.9460134,0.633701032,0.969349622,0.834969749,0.981092368,0.901743825,0.829362905,1.119269103,0.75042325,0.974568988,0.956524402,0.852287532,0.67024657,1.008815383,1.068376119,0.888768163,0.918356406,0.698346475,0.885523851
TCGA.50.8460.01A.11R.2326.07,Wild,0.87749902,0.860836423,1.041590502,0.834935547,0.987319167,0.989869479,1.132408261,0.972174264,0.891216505,0.938349164,0.657829393,0.9426128,0.869337726,1.028030796,0.859334471,0.92538857,1.10347783,0.732989429,1.020162297,0.96573602,0.743085501,0.620638562,0.98822235,0.993872321,0.855558111,0.866436077,0.730893397,0.844685351
TCGA.44.2668.01B.02R.A277.07,Wild,0.606369548,0.988572373,0.865575486,0.755484569,0.815386718,0.865148456,1.075953219,0.913609627,0.761922008,0.903684857,0.542270652,0.809603767,0.733011755,0.935079159,0.708957264,0.677671087,1.0790573,0.600434253,0.841555329,0.884924727,0.679931663,0.728518985,0.933714557,0.981046279,0.735621846,0.781649526,0.648235312,0.786206601
TCGA.55.8091.01A.11R.2241.07,Wild,0.718794949,0.860298086,1.011472773,0.83880289,0.959242992,1.016753688,1.131232164,1.054980223,0.89510173,0.958635556,0.691357822,0.964465556,0.786807673,1.025188374,0.870215584,0.871657442,1.10590442,0.736367185,0.993636805,0.973600215,0.7864102,0.717067211,0.991975115,1.064669328,0.86751164,0.891656182,0.773997709,0.889018829
TCGA.50.6673.01A.11R.1949.07,Wild,0.775221405,0.864539369,0.942189897,0.845870951,0.960131225,1.0013651,1.139011194,1.029302735,0.843979762,0.888308579,0.640422816,0.992542853,0.771680633,0.995461879,0.804023269,0.858224387,1.059997675,0.749817807,1.008494909,0.955129328,0.787286452,0.66301316,0.982508904,0.977533484,0.851122838,0.871622019,0.762726886,0.874249996
TCGA.49.AARE.01A.11R.A41B.07,Wild,0.7981587,0.900677775,1.009951179,0.763490872,0.945434822,1.037796107,1.099511054,0.937342818,0.778805304,0.888975655,0.572845744,0.91082568,0.791606266,0.928338719,0.720260059,0.714450736,1.039430627,0.68502778,0.963201851,0.903314103,0.750342669,0.570156906,0.947516476,0.916592462,0.732337108,0.815970179,0.687686087,0.776118615
TCGA.55.6985.01A.11R.1949.07,Wild,0.836584559,0.935504167,1.052596908,0.865628589,0.969708422,1.02967288,1.139430607,1.028318101,0.819569914,0.945454221,0.706226505,0.941636571,0.867227755,1.027059292,0.833610723,0.875275097,1.10653914,0.759772737,0.992700255,0.967679567,0.854411876,0.728235517,0.982262969,1.037406183,0.865226699,0.87595056,0.742901512,0.922822879
TCGA.55.6642.01A.11R.1858.07,Wild,0.853813369,0.921535391,1.050667784,0.828772083,0.956491346,1.063461525,1.130295426,1.030570604,0.824147621,0.910055481,0.612617104,0.948606347,0.912441759,0.99475406,0.800149676,0.807883146,1.077873721,0.791455631,0.988670823,0.99937481,0.820161225,0.685336543,0.980637536,1.0217342,0.816537422,0.888648019,0.740634804,0.92263065
TCGA.50.6591.01A.11R.1755.07,Wild,0.36952853,0.757130019,0.74129682,0.715527386,0.892869652,0.921203126,1.023008618,0.890042643,0.807959738,0.743431522,0.556123688,0.861292306,0.457979188,0.887096165,0.598702128,0.614170266,0.798821431,0.714664111,0.911167822,0.905034458,0.65031917,0.349817906,0.915387213,0.788741957,0.731782496,0.752024353,0.586474689,0.904109022
TCGA.05.4427.01A.21R.1858.07,Wild,0.714623486,0.943123934,0.989910473,0.846462244,0.977238673,1.047420325,1.119675436,1.031009167,0.761666354,0.920163816,0.688247616,0.955335951,0.800391934,0.987621476,0.805752934,0.816731642,1.079325504,0.699811759,0.983055542,0.961944589,0.787002411,0.556753391,0.972124938,1.015685389,0.835443849,0.836350239,0.698151465,0.888469957
TCGA.73.4676.01A.01R.1755.07,Wild,0.664004894,0.955246698,0.964208565,0.858428268,0.925212894,1.001596232,1.118534944,1.035423255,0.850156523,0.884087722,0.651122085,0.979520621,0.73758671,1.035243603,0.838146152,0.891752158,1.030653469,0.743096829,1.020688292,0.951446314,0.761692716,0.665177798,0.965042668,0.979941214,0.858426039,0.851333788,0.6777968,0.897061344
TCGA.55.8514.01A.11R.2403.07,Wild,0.693126686,0.764501994,0.937762918,0.808553775,0.913418835,1.067151479,1.103389464,0.986956553,0.793205843,0.868210883,0.653490136,0.888820384,0.761971125,0.97607577,0.776648693,0.768689055,1.03732244,0.646608501,1.001204428,0.911519164,0.708544253,0.532508615,0.960078701,0.938396224,0.824391499,0.79763307,0.732059449,0.792604412
TCGA.55.7576.01A.11R.2066.07,Wild,0.795207252,0.930169827,1.007435466,0.838479289,0.965117481,1.041586212,1.131253755,1.047357505,0.800092241,0.905582955,0.61031894,0.955246279,0.853577042,1.000588645,0.843052567,0.867591784,1.076284436,0.756430508,0.988993043,0.96703831,0.768738251,0.671256378,0.971539172,1.016615788,0.864707453,0.867993672,0.689995492,0.900153827
TCGA.55.6969.01A.11R.1949.07,Wild,0.881753472,0.96006658,1.096139739,0.81768568,0.95189819,1.010930532,1.128577696,0.984772892,0.85959635,0.941556863,0.617273072,0.939566992,0.918518098,0.980076252,0.832888987,0.756513414,1.112637984,0.7912981,0.968634036,0.990598601,0.783325757,0.51606647,1.009593505,1.037987168,0.821696113,0.884448054,0.750503374,0.894459536
